서울특별시	부산광역시	대구광역시	인천광역시	광주광역시	대전광역시	경기도	강원도	충청북도	충청남도	전라북도	전라남도	경상북도	경상남도	제주특별자치도
경복궁	해운대해수욕장	팔공산	고창 화순 강화 고인돌 유적	국립5 18민주묘지	한밭 수목원	조선왕릉	조선왕릉	법주사	무령왕릉	전주 한옥마을	여수 진남관	불국사	통도사	한라산
창덕궁	범어사	동화사	송도 센트럴파크	무등산 국립공원	유성온천	수원 화성	설악산	속리산	공산성	전동성당	향일암	석굴암	해인사	제주 화산섬과 용암 동굴
창경궁	해동용궁사	파계사	전등사	광주시립민속박물관	엑스포과학공원	남한산성	울산바위	보은 삼년산성	마곡사	경기전	이순신 광장	동궁과 월지	해인사 장경판전	천제연 폭포와 천지연 폭포
덕수궁	금정산성	계산성당	마니산	국립광주박물관	대전광역시립미술관	동구릉	신흥사	선병국 가옥	동학사	전주한지박물관	송광사	국립경주박물관	동피랑 벽화마을	한림공원
경희궁	동래읍성지	성모당	인천 차이나타운	증심사		한반도 비무장 지대	오죽헌	구인사	갑사	어진박물관	선암사	천마총	진주성	약천사
종묘	동래향교	달성공원	월미도			판문점	선교장	단양 고수동굴	공주 선화당	전주 풍패지관	낙안읍성	첨성대	국립진주박물관	제주 김녕굴 및 만장굴
조선왕릉	충렬사	경상감영	광성보			에버랜드	경포대	단양 온달동굴	국립공주박물관	전주향교	목포근대역사관	경주 양동마을	거제도 포로수용소	제주 돌문화 공원
광화문광장	국제시장	대구향교				한국민속촌	월정사	도담삼봉	백제역사유적지구	광한루	목포 갓바위	분황사	신선대
한양도성	자갈치시장	국립대구박물관				용인대장금파크	오대산	국립청주박물관	국립부여박물관	춘향 테마파크	유달산	경주역사유적지구	가천 다랭이마을
63빌딩		국립대구과학관				아침고요수목원	대관령	청남대	백제 금동대향로	남원 만인의총	땅끝마을	안동 하회마을	남해 독일마을
N서울타워		대구미술관					낙산사	상당산성	부여 정림사지 오층석탑	실상사	미황사	하회동 탈박물관	수로왕릉
북촌 한옥마을		대구수목원					삼척 해양 레일바이크	진천 종박물관	궁남지	남원 교룡산성	대흥사	도산서원	수로왕비릉
전쟁기념관		서문시장					환선굴과 대금굴	보탑사	낙화암	고창읍성	화엄사	병산서원	우포늪
조계사							해신당 공원		무량사	선운사	담양 죽녹원	월령교	영남루
국립중앙박물관							삼척 장미공원		부여 능산리 고분군	고창판소리박물관	메타세쿼이아길	봉정사	표충사
청계천							강원감영		백제역사유적지구	고창 화순 강화 고인돌 유적	소쇄원	부석사	얼음골
남대문시장							구룡사		독립기념관	익산 미륵사지	보성 녹차밭 대한다원	문경새재
							박경리 문학공원		각원사	백제역사유적지구		독도
							몰운대		서산 용현리 마애여래삼존상	금산사
							홍천 수타사		서산 해미읍성	군산 신흥동 일본식 가옥
							장릉		논산 관촉사 석조미륵보살입상	변산반도국립공원
							영월 어라연			탑사
							고씨굴
							김삿갓 유적지
							영월 청령포
							별마로천문대
							동강사진박물관
							봉래산
							태백산
							망경사
							황지연못
							철원평화전망대
							백마고지 위령비